DISPLAY_Type,DISPLAY_Size,DISPLAY_Resolution_Width,DISPLAY_Resolution_Height,PLATFORM_OS,MEMORY_Card_slot,MEMORY_Internal_rom,MEMORY_Internal_ram
TFT,1.8,128.0,160.0,,no,32768.0,
TFT,1.8,128.0,160.0,,no,,
TFT,1.8,128.0,160.0,,no,,
Monochrome,1.36,96.0,68.0,,no,,
TFT,3.2,360.0,640.0,"Symbian 9.4, Series 60 rel. 5",microsdhc,71680.0,
TFT,2.8,240.0,320.0,"Symbian 9.3, S60 rel. 3.2",microsdhc,4194304.0,131072.0
TFT,3.2,360.0,640.0,"Symbian 9.4, Series 60 rel. 5",microsdhc,8388608.0,131072.0
TFT,2.2,240.0,320.0,,microsdhc,47104.0,
TFT,3.5,800.0,480.0,Maemo 5,microsdhc,33554432.0,262144.0
TFT,3.2,360.0,640.0,"Symbian 9.4, Series 60 rel. 5",microsdhc,131072.0,71680.0
TFT,2.4,240.0,320.0,,microsdhc,13312.0,
TFT,3.2,360.0,640.0,"Symbian 9.4, Series 60 rel. 5",microsdhc,131072.0,82944.0
TFT,2.0,240.0,320.0,,microsdhc,53248.0,
TFT,2.2,240.0,320.0,,microsdhc,71680.0,
TFT,2.4,320.0,240.0,"Symbian, S60 rel. 3.2",microsdhc,122880.0,
TFT,2.4,320.0,240.0,"Symbian, S60 rel. 3.2",microsdhc,131072.0,
TFT,2.2,240.0,320.0,,microsdhc,20480.0,
TFT,2.9,360.0,640.0,"Symbian 9.4, Series 60 rel. 5",microsdhc,131072.0,71680.0
TFT,2.36,320.0,240.0,"Symbian OS 9.3, Series 60 v3.2 UI",microsdhc,256000.0,131072.0
TFT,2.2,240.0,320.0,,microsdhc,71680.0,
TFT,2.2,240.0,320.0,"Symbian, S60 rel. 3.2",microsdhc,49152.0,
TFT,2.2,240.0,320.0,,microsdhc,20480.0,
TFT,2.2,240.0,320.0,,microsdhc,46080.0,
TFT,1.8,120.0,160.0,,no,9216.0,
TFT,2.0,240.0,320.0,,microsd,30720.0,
TFT,2.4,240.0,320.0,"Symbian, S60 rel. 3.2",microsdhc,61440.0,
TFT,2.0,240.0,320.0,,microsdhc,22528.0,
TFT,2.4,240.0,320.0,"Symbian, S60 rel. 3.2",microsdhc,131072.0,102400.0
TFT,2.4,240.0,320.0,,microsdhc,71680.0,
TFT,1.8,128.0,160.0,,no,8192.0,
OLED,2.6,240.0,320.0,"Symbian 9.3, S60 rel. 3.2",microsdhc,8388608.0,131072.0
TFT,2.4,240.0,320.0,"Symbian, S60 rel. 3.2",microsdhc,87040.0,
TFT,2.4,240.0,320.0,"Symbian, S60 rel. 3.2",microsdhc,61440.0,
TFT,2.2,240.0,320.0,"Symbian, S60 rel. 3.2",microsdhc,51200.0,
TFT,2.6,240.0,320.0,"Symbian OS 9.3, S60 rel. 3.2",microsdhc,51200.0,
TFT,2.2,240.0,320.0,"Symbian, S60 rel. 3.2",microsdhc,131072.0,61440.0
TFT,2.2,240.0,320.0,,microsdhc,174080.0,
TFT,2.2,240.0,320.0,,microsdhc,17408.0,
TFT,2.0,240.0,320.0,,microsd,32768.0,
TFT,2.4,240.0,320.0,,microsdhc,13312.0,
OLED,2.0,240.0,320.0,,no,4194304.0,
TFT,3.5,360.0,640.0,"Symbian 9.4, Series 60 rel. 5",microsdhc,33554432.0,131072.0
TFT,2.4,320.0,480.0,,microsdhc,204800.0,
TFT,2.36,320.0,240.0,"Symbian OS 9.2, Series 60 v3.1 UI",microsdhc,122880.0,
TFT,2.0,240.0,320.0,,no,4096.0,
Color,2.0,240.0,320.0,,microsdhc,30720.0,
TFT,1.8,128.0,160.0,,no,10240.0,
TFT,1.8,128.0,160.0,,no,4096.0,
TFT,1.8,128.0,160.0,,no,,
TFT,1.8,128.0,160.0,,no,8192.0,
Monochrome,1.3,96.0,68.0,,no,,
TFT,3.2,360.0,640.0,"Symbian 9.4, Series 60 rel. 5",microsdhc,131072.0,82944.0
OLED,2.6,240.0,320.0,"Symbian OS 9.3, S60 rel. 3.2",microsdhc,75776.0,
TFT,2.4,240.0,320.0,"Symbian OS 9.3, Series 60 v3.2 UI",microsdhc,51200.0,
OLED,2.0,240.0,320.0,,no,4194304.0,
TFT,2.0,240.0,320.0,,microsdhc,30720.0,
TFT,2.0,240.0,320.0,,microsd,65536.0,
TFT,2.2,240.0,320.0,,microsdhc,20480.0,
TFT,2.0,240.0,320.0,,microsdhc,32768.0,
TFT,2.0,240.0,320.0,,microsd,30720.0,
TFT,2.36,320.0,240.0,"Symbian OS 9.2, Series 60 v3.1 UI",microsdhc,131072.0,112640.0
TFT,2.4,240.0,320.0,"Symbian OS 9.2, Series 60 v3.1 UI",microsdhc,131072.0,112640.0
IPS,3.7,480.0,800.0,Microsoft Windows Phone 7,no,8388608.0,524288.0
OLED,2.13,240.0,320.0,,microsdhc,18432.0,
TFT,2.2,240.0,320.0,,microsdhc,18432.0,
TFT,2.0,240.0,320.0,,microsdhc,30720.0,
TFT,2.0,240.0,320.0,"Symbian OS 9.3, S60 rel. 3.2",microsdhc,143360.0,
TFT,2.0,240.0,320.0,,microsdhc,30720.0,
TFT,2.0,240.0,320.0,,microsdhc,22528.0,
TFT,2.0,240.0,320.0,,no,12288.0,
TFT,1.8,128.0,160.0,,no,11264.0,
TFT,1.8,128.0,160.0,,no,32768.0,12288.0
TFT,1.85,128.0,160.0,,no,11264.0,
TFT,2.0,240.0,320.0,,microsd,30720.0,
TFT,2.8,240.0,320.0,"Symbian OS 9.3, S60 rel. 3.2",microsdhc,16777216.0,131072.0
TFT,2.4,240.0,320.0,"Symbian, S60 rel. 3.2",microsd,98304.0,77824.0
TFT,2.2,240.0,320.0,"Symbian OS 9.3, S60 rel. 3.2",microsdhc,131072.0,122880.0
TFT,2.4,240.0,320.0,"Symbian OS 9.3, S60 rel. 3.2",microsdhc,131072.0,122880.0
TFT,2.0,240.0,320.0,"Symbian 9.2, S60 rel. 3.1",microsd,131072.0,65536.0
TFT,2.2,240.0,320.0,"Symbian, Series 60 v3.2 UI",microsd,30720.0,
TFT,1.8,128.0,160.0,,microsdhc,30720.0,
TFT,2.0,240.0,320.0,,microsdhc,24576.0,
OLED,2.0,240.0,320.0,,no,1048576.0,
TFT,1.77,128.0,160.0,,no,10240.0,
CSTN,1.4,96.0,98.0,,no,,
TFT,1.8,128.0,160.0,,microsd,9216.0,
TFT,2.4,240.0,320.0,"Symbian OS 9.2, S60 rel. 3.1",microsdhc,131072.0,102400.0
OLED,2.0,240.0,320.0,,no,1048576.0,
OLED,2.0,240.0,320.0,,no,1048576.0,
TFT,2.0,240.0,320.0,,microsd,30720.0,
TFT,2.0,240.0,320.0,"Symbian OS 9.2, Series 60 v3.1 UI",microsdhc,133120.0,98304.0
TFT,2.0,240.0,320.0,"Symbian OS 9.2, Series 60 v3.1 UI",microsdhc,133120.0,98304.0
TFT,2.2,240.0,320.0,,microsd,,
TFT,2.4,240.0,320.0,"Symbian OS 9.2, Series 60 v3.1 UI",no,8388608.0,98304.0
TFT,2.4,240.0,320.0,"Symbian OS 9.2, Series 60 v3.1 UI",microsdhc,98304.0,12288.0
TFT,2.8,240.0,320.0,"Symbian OS 9.2, S60 rel. 3.1",no,8388608.0,131072.0
TFT,2.2,240.0,320.0,,microsdhc,20480.0,
TFT,2.1,240.0,320.0,,microsdhc,30720.0,
TFT,2.0,240.0,320.0,,microsdhc,30720.0,
OLED,2.0,240.0,320.0,,no,1048576.0,
TFT,2.0,240.0,320.0,,microsdhc,30720.0,
TFT,2.0,240.0,320.0,,no,131072.0,
TFT,2.2,240.0,320.0,,microsdhc,20480.0,
TFT,2.0,240.0,320.0,,no,1048576.0,
TFT,4.13,480.0,800.0,Internet Tablet OS 2008 edition,minisd,2097152.0,262144.0
TFT,1.8,128.0,160.0,,microsd,8704.0,
TFT,1.8,128.0,160.0,,no,11264.0,
TFT,2.2,240.0,320.0,,microsdhc,30720.0,
TFT,1.9,128.0,160.0,,no,10240.0,
TFT,1.85,128.0,160.0,,no,2048.0,
CSTN,1.8,128.0,160.0,,no,8192.0,
CSTN,1.5,96.0,68.0,,no,4096.0,
Monochrome,1.5,96.0,68.0,,no,4096.0,
TFT,2.0,240.0,320.0,"Symbian 9.2, S60 rel. 3.1",microsdhc,131072.0,65536.0
TFT,2.0,240.0,320.0,"Symbian 9.2, S60 rel. 3.1",microsdhc,131072.0,65536.0
TFT,2.2,240.0,320.0,"Symbian 9.2, S60 rel. 3.1",microsdhc,131072.0,65536.0
CSTN,1.87,128.0,160.0,,no,4096.0,
TFT,4.0,800.0,352.0,"Symbian 9.2, S60 rel. 3.1",microsdhc,131072.0,
TFT,2.2,240.0,320.0,"Symbian OS 9.1, Series 60 UI",microsd,65536.0,51200.0
TFT,2.8,320.0,240.0,"Symbian OS 9.1, Series 60 v3.0 UI",microsd,65536.0,61440.0
TFT,2.4,240.0,320.0,"Symbian OS 9.1, S60 rel. 3.1",microsd,65536.0,20480.0
TFT,2.2,240.0,320.0,"Symbian 9.2, S60 rel. 3.1",microsdhc,131072.0,40960.0
TFT,4.13,480.0,800.0,Internet Tablet OS 2007 edition,microsd,262144.0,131072.0
TFT,1.8,128.0,160.0,,microsd,9216.0,
TFT,1.8,128.0,160.0,,microsd,9216.0,
TFT,2.4,240.0,320.0,"Symbian OS 9.2, S60 rel. 3.1",microsd,98304.0,26624.0
TFT,2.4,240.0,320.0,"Symbian OS 9.1, S60 3rd edition",minisd,65536.0,51200.0
TFT,2.2,240.0,320.0,"Symbian OS 9.2, S60 rel. 3.1",microsdhc,65536.0,46080.0
CSTN,1.8,128.0,160.0,,microsd,5120.0,
TFT,2.0,240.0,320.0,,microsd,7987.2,
CSTN,1.5,128.0,128.0,,no,2048.0,
TFT,2.6,240.0,320.0,"Symbian OS 9.2, S60 rel. 3.1",microsdhc,163840.0,65536.0
TFT,2.4,240.0,320.0,"Symbian OS 9.1, S60 rel. 3.0u",microsd,65536.0,40960.0
TFT,2.1,240.0,320.0,,microsd,5120.0,
CSTN,2.0,128.0,160.0,,microsd,5120.0,
TFT,2.2,240.0,320.0,,minisd,6144.0,
CSTN,1.8,128.0,160.0,,microsd,4096.0,
TFT,1.7,208.0,208.0,,no,131072.0,
TFT,2.3,240.0,320.0,,microsd,21504.0,
TFT,2.0,240.0,320.0,,microsd,8192.0,
TFT,1.8,128.0,160.0,,microsd,30720.0,
TFT,1.78,128.0,160.0,,no,4403.2,
Monochrome,,96.0,68.0,,no,4096.0,
TFT,2.1,240.0,320.0,"Symbian OS 9.1, S60 3rd edition",microsd,71680.0,32768.0
TFT,1.7,208.0,208.0,"Symbian 9.1, Series 60 rel. 3.0",microsd,65536.0,8192.0
TFT,2.4,240.0,320.0,"Symbian OS 9.1, S60 3rd edition",minisd,65536.0,51200.0
TFT,2.4,240.0,320.0,"Symbian OS 9.1, S60 3rd edition",minisd,65536.0,43008.0
TFT,2.1,176.0,208.0,"Symbian OS 8.1, Series 60 UI 2.8",mmc,20480.0,
CSTN,1.6,128.0,128.0,,no,3072.0,
CSTN,1.5,96.0,68.0,,no,4096.0,
Monochrome,,96.0,68.0,,no,4096.0,
TFT,1.8,128.0,160.0,,microsd,32768.0,
TFT,2.2,240.0,320.0,,microsd,11264.0,
TFT,2.2,240.0,320.0,,microsd,11264.0,
TFT,2.2,240.0,320.0,,microsd,11264.0,
TFT,2.2,240.0,320.0,,microsd,10240.0,
CSTN,1.8,128.0,160.0,,no,3276.8,
TFT,1.8,128.0,160.0,,microsd,11264.0,
TFT,1.8,128.0,160.0,,no,4300.8,
TFT,2.0,240.0,320.0,,microsd,6144.0,
TFT,2.0,240.0,320.0,,microsd,6144.0,
TFT,2.2,320.0,240.0,,minisd,10240.0,
TFT,4.0,640.0,200.0,"Symbian 7.0s, Series 80 v2.0 UI",mmc,81920.0,
TFT,2.8,240.0,320.0,"Symbian, Series 60 UI",minisd,65536.0,40960.0
TFT,2.1,352.0,416.0,"Symbian, Series 60 UI",minisd,65536.0,40960.0
TFT,2.4,240.0,320.0,"Symbian, Series 60 UI",microsd,10240.0,
TFT,,104.0,208.0,,no,53248.0,
TFT,2.0,240.0,320.0,,no,10240.0,
TFT,1.9,128.0,160.0,,no,4096.0,
TFT,2.1,352.0,416.0,"Symbian OS 9.1, S60 3rd edition",minisd,65536.0,65536.0
TFT,2.9,320.0,240.0,"Symbian OS 9.1, Series 60 UI",minisd,81920.0,32768.0
TFT,2.9,320.0,240.0,"Symbian OS 9.1, Series 60 UI",minisd,65536.0,65536.0
TFT,2.1,352.0,416.0,"Symbian OS 9.1, Series 60 UI",mmc,65536.0,65536.0
TFT,2.1,176.0,208.0,"Symbian 9.1, Series 60 rel. 3.0",microsd,65536.0,10240.0
TFT,2.7,208.0,320.0,"Symbian 7.0, UIQ v2.1 UI",minisd,18432.0,
TFT,2.2,240.0,320.0,,minisd,6144.0,
TFT,2.2,240.0,320.0,,minisd,9216.0,
TFT,1.8,128.0,160.0,,no,23552.0,
TFT,1.8,128.0,160.0,,no,3276.8,
TFT,2.1,176.0,208.0,"Symbian 9.1, Series 60 UI 3rd Edition",no,8388608.0,65536.0
TFT,2.1,352.0,416.0,"Symbian OS 8.1a , Series 60 UI",mmc,31744.0,
TFT,2.1,176.0,208.0,"Symbian OS 8.1a , Series 60 UI",mmc,22528.0,
Color,,128.0,128.0,,no,1024.0,
CSTN,1.4,96.0,68.0,,no,4096.0,
Monochrome,,96.0,68.0,,no,4096.0,
Monochrome,,96.0,65.0,,no,,
CSTN,1.5,128.0,128.0,,no,3584.0,
TFT,1.7,208.0,208.0,,no,65536.0,
TFT,1.5,208.0,208.0,,mmc,32768.0,
TFT,1.56,128.0,128.0,,no,2355.2,
CSTN,1.5,128.0,128.0,,no,3072.0,
TFT,2.1,176.0,208.0,"Symbian OS 8.0a , Series 60 UI",mmc,10240.0,
TFT,2.1,176.0,208.0,"Symbian OS 8.0a, Series 60 2nd Edition",mmc,8192.0,
TFT,1.8,128.0,160.0,,no,4505.6,
TFT,1.5,128.0,128.0,,no,3584.0,
TFT,3.5,640.0,320.0,"Symbian 7.0s, Series 90 UI",mmc,92160.0,
TFT,1.5,128.0,128.0,,no,3584.0,
TFT,2.1,176.0,208.0,"Symbian 7.0s, Series 60 SE UI",mmc,6144.0,
TFT,2.1,176.0,208.0,"Symbian 7.0s, Series 60 v2.0 UI",mmc,8192.0,
TFT,,208.0,104.0,,no,51200.0,
TFT,2.0,128.0,160.0,,no,32768.0,
TFT,1.6,128.0,128.0,,no,,
TFT,4.0,640.0,200.0,"Symbian 7.0s, Series 80 v2.0 UI",mmc,81920.0,
TFT,2.1,176.0,208.0,"Symbian 8.0, Series 60 v2.0 UI",mmc,10240.0,
TFT,2.1,176.0,208.0,"Symbian 7.0s, Series 60 v2.0 UI",mmc,6144.0,
TFT,2.0,128.0,160.0,,no,2252.8,
Color,,128.0,160.0,,no,1331.2,
Color,,128.0,128.0,,no,,
CSTN,1.5,128.0,128.0,,no,4096.0,
Color,1.5,128.0,128.0,,no,3072.0,
TFT,2.1,176.0,208.0,"Symbian 6.1, Series 60 v1.0 UI",mmc,3481.6,
CSTN,1.6,128.0,128.0,,no,,
TFT,2.1,176.0,208.0,"Symbian 7.0s, Series 60 v2.0 UI",mmc,8192.0,
TFT,4.5,640.0,200.0,"Symbian 7.0s, Series 80 v2.0 UI",mmc,81920.0,
CSTN,1.5,128.0,128.0,,no,,
CSTN,1.5,128.0,128.0,,no,4096.0,
CSTN,1.45,128.0,128.0,,no,,
TFT,3.5,640.0,320.0,"Symbian, Series 90 UI, .2.0",mmc,25600.0,
TFT,1.5,128.0,128.0,,no,4096.0,
TFT,1.5,128.0,128.0,,mmc,6144.0,
CSTN,1.6,128.0,128.0,,no,3584.0,
CSTN,1.6,128.0,128.0,,no,3584.0,
TFT,2.1,176.0,208.0,"Symbian 6.1, Series 60 v1.0 UI",mmc,3481.6,
TFT,2.0,128.0,160.0,,no,29696.0,
CSTN,1.56,128.0,128.0,,no,1024.0,
Monochrome,,96.0,65.0,,no,,
Monochrome,,96.0,65.0,,no,,
TFT,2.1,176.0,208.0,"Symbian 7.0s, Series 60 v2.0 UI",mmc,12288.0,
TFT,2.1,176.0,208.0,"Symbian 7.0s, Series 60 v2.0 UI",mmc,6144.0,
CSTN,1.5,128.0,128.0,,no,,
CSTN,1.5,128.0,128.0,,no,,
CSTN,,128.0,128.0,,no,,
CSTN,1.5,128.0,128.0,,no,,
CSTN,1.7,128.0,128.0,,mmc,4608.0,
TFT,2.1,176.0,208.0,"Symbian 6.1, Series 60 v1.0 UI",mmc,3481.6,
CSTN,1.5,128.0,128.0,,no,,
CSTN,1.25,96.0,65.0,,no,,
CSTN,1.7,128.0,128.0,,no,,
CSTN,1.5,128.0,128.0,,no,,
CSTN,1.5,128.0,128.0,,no,,
Monochrome,,96.0,65.0,,no,,
TFT,,128.0,160.0,,no,7168.0,
TFT,2.1,176.0,208.0,"Symbian 6.1, Series 60 v1.0 UI",mmc,4096.0,
CSTN,1.5,96.0,65.0,,no,,
CSTN,,96.0,65.0,,no,,
CSTN,1.5,128.0,128.0,,no,,
Backlit,,96.0,65.0,,no,,
TFT,4.5,640.0,200.0,"Open Symbian, based on Symbian v6.0, Series 80 UI",mmc,40960.0,8192.0
CSTN,1.5,128.0,128.0,,no,,
Backlit,,96.0,60.0,,no,,
Monochrome,,,5.0,,no,,
Monochrome,,96.0,65.0,,no,,
TFT,2.1,176.0,208.0,"Symbian 6.1, Series 60 v1.0 UI",no,4096.0,
Monochrome,,,4.0,,no,,
Monochrome,,96.0,60.0,,no,,
Monochrome,,96.0,60.0,,no,,
Monochrome,,,5.0,,no,,
Monochrome,,,5.0,,no,,
Monochrome,,,5.0,,no,65536.0,
Monochrome,,,5.0,,no,,
Monochrome,,96.0,65.0,,no,,
Monochrome,,96.0,65.0,,no,,
Monochrome,,,5.0,,no,,
Monochrome,,84.0,48.0,,no,,
TFT,4.5,640.0,200.0,"Open Symbian, based on Symbian v6.0, Series 80 UI",mmc,,
Monochrome,,,5.0,,no,,
Monochrome,,,5.0,,no,,
Monochrome,,,5.0,,no,,
Monochrome,,,5.0,,no,,
Monochrome,,,5.0,,no,,
Monochrome,,96.0,60.0,,no,,
Monochrome,,96.0,60.0,,no,,
Monochrome,,96.0,65.0,,no,,
Grayscale,4.5,640.0,200.0,,mmc,8192.0,
Grayscale,,640.0,200.0,,no,8192.0,
Monochrome,,,5.0,,no,,
Monochrome,,,5.0,,no,,
Monochrome,,,5.0,,no,,
Monochrome,,,5.0,,no,,
Monochrome,,,5.0,,no,,
Monochrome,,4.0,13.0,,no,,
Monochrome,,4.0,13.0,,no,,
Monochrome,,4.0,13.0,,no,,
IPS,6.38,720.0,1560.0,android 11,microsdxc,67108864.0,4194304.0
IPS,6.5,1080.0,2400.0,android 10,microsdxc,134217728.0,6291456.0
OLED,6.7,1440.0,2880.0,android 10,no,268435456.0,8388608.0
IPS,6.22,1080.0,2520.0,android,microsdxc,134217728.0,6291456.0
OLED,,,,Symbian OS,microsdhc,,
OLED,6.7,1080.0,2412.0,android 13,no,536870912.0,134217728.0
OLED,6.55,1080.0,2400.0,android 12,no,268435456.0,12582912.0
IPS,8.0,1920.0,1200.0,android 5,microsdxc,16777216.0,2097152.0
IPS,8.0,1920.0,1200.0,android 4,microsdxc,33554432.0,2097152.0
IPS,8.0,1920.0,1200.0,android 4,microsdxc,16777216.0,2097152.0
TFT,2.8,480.0,640.0,Microsoft Windows Mobile 6.1 Professional,microsd,524288.0,294912.0
TFT,2.8,240.0,320.0,Microsoft Windows Mobile 6.1 Professional,microsd,524288.0,262144.0
TFT,2.8,480.0,640.0,Microsoft Windows Mobile 6.1 Professional,microsdhc,262144.0,131072.0
TFT,2.8,480.0,640.0,Microsoft Windows Mobile 6.1 Professional,no,4194304.0,196608.0
TFT,2.8,240.0,320.0,Microsoft Windows Mobile 6.0 Professional,microsd,262144.0,131072.0
TFT,2.8,240.0,320.0,Microsoft Windows Mobile 6.0 Professional,microsd,262144.0,131072.0
TFT,2.7,240.0,320.0,Microsoft Windows Mobile 6.0 Professional,minisd,1048576.0,65536.0
TFT,2.8,240.0,320.0,Microsoft Windows Mobile 6.0 Professional,microsd,262144.0,131072.0
TFT,2.7,240.0,320.0,Microsoft Windows Mobile 5.0 PocketPC,microsd,131072.0,65536.0
TFT,3.5,240.0,320.0,Microsoft Windows Mobile 5.0 PocketPC,sd,262144.0,131072.0
TFT,2.6,240.0,320.0,Microsoft Windows Mobile 6.0 Professional,microsd,131072.0,98304.0
TFT,2.28,240.0,320.0,,microsd,2097152.0,
TFT,3.6,480.0,640.0,Microsoft Windows Mobile 5.0 PocketPC,microsd,2097152.0,131072.0
TFT,2.7,240.0,320.0,Microsoft Windows Mobile 5.0 PocketPC,minisd,1048576.0,65536.0
TFT,2.8,240.0,320.0,Microsoft Windows Mobile 5.0 PocketPC,minisd,131072.0,65536.0
TFT,2.2,240.0,320.0,Microsoft Windows Mobile 5.0 Smartphone,microsd,131072.0,65536.0
TFT,2.8,240.0,320.0,Microsoft Windows Mobile 5.0 PocketPC,microsd,131072.0,65536.0
TFT,2.4,240.0,320.0,Microsoft Windows Mobile 5.0 Smartphone,microsd,131072.0,65536.0
TFT,2.4,240.0,320.0,Microsoft Windows Mobile 5.0 PocketPC,minisd,196608.0,65536.0
TFT,2.0,176.0,220.0,,no,57344.0,
TFT,2.0,176.0,220.0,,microsd,32768.0,
TFT,2.7,240.0,320.0,Microsoft Windows Mobile 5.0 PocketPC,minisd,196608.0,65536.0
TFT,2.8,240.0,320.0,Microsoft Windows Mobile 5.0 PocketPC,microsd,131072.0,65536.0
TFT,2.8,240.0,320.0,Microsoft Windows Mobile 5.0 PocketPC,mmc,131072.0,65536.0
TFT,2.7,240.0,320.0,Microsoft Windows Mobile 5.0 PocketPC,minisd,131072.0,65536.0
TFT,2.2,240.0,320.0,Microsoft Windows Mobile 5.0 Smartphone,minisd,65536.0,65536.0
TFT,3.6,640.0,480.0,Microsoft Windows Mobile 5.0 PocketPC,mmc,131072.0,65536.0
TFT,2.8,240.0,320.0,Microsoft Windows Mobile 5.0 PocketPC,minisd,131072.0,65536.0
TFT,,128.0,128.0,,no,,
TFT,,128.0,160.0,,no,7168.0,
TFT,2.2,240.0,320.0,Microsoft Windows Mobile 5.0 Smartphone,minisd,65536.0,65536.0
TFT,2.2,176.0,220.0,Microsoft Smartphone 2003 SE,minisd,32768.0,
TFT,,128.0,128.0,,no,16384.0,
TFT,,176.0,220.0,,mmc,14131.2,
TFT,,176.0,220.0,,minisd,,
TFT,2.8,240.0,320.0,Microsoft Windows Mobile 2003 SE PocketPC,mmc,65536.0,65536.0
TFT,3.5,240.0,320.0,Microsoft Windows Mobile 2003 SE PocketPC,mmc,131072.0,98304.0
TFT,3.5,240.0,320.0,Microsoft Windows Mobile 2003 SE PocketPC,mmc,131072.0,98304.0
TFT,2.2,176.0,220.0,Microsoft Smartphone 2003 SE OS,minisd,32768.0,
TFT,,128.0,160.0,,minisd,3072.0,
TFT,,128.0,128.0,,no,1024.0,
TFT,,128.0,128.0,,no,,
TFT,3.5,240.0,320.0,Microsoft Windows Mobile 2003 for PocketPC Phone Edition,mmc,131072.0,65536.0
TFT,2.2,176.0,220.0,Microsoft Smartphone 2003,mmc,65536.0,32768.0
TFT,3.5,240.0,320.0,Microsoft Windows PocketPC,mmc,65536.0,32768.0
OLED,7.82,2268.0,2440.0,android 13,no,536870912.0,16777216.0
IPS,11.35,1720.0,2408.0,android 13,microsdxc,268435456.0,8388608.0
OLED,6.74,1240.0,2772.0,android 13,no,536870912.0,25165824.0
OLED,6.7,1080.0,2412.0,android 13,microsdxc,268435456.0,12582912.0
OLED,6.74,1240.0,2772.0,android 13,no,268435456.0,16777216.0
IPS,6.72,1080.0,2400.0,android 13,microsdxc,134217728.0,8388608.0
IPS,6.72,1080.0,2400.0,android 13,microsdxc,268435456.0,8388608.0
OLED,6.74,1240.0,2772.0,android 13,no,536870912.0,16777216.0
IPS,11.61,2000.0,2800.0,android 13,no,268435456.0,12582912.0
OLED,6.74,1240.0,2772.0,android 13,no,536870912.0,134217728.0
OLED,6.74,1240.0,2772.0,android 13,no,536870912.0,16777216.0
OLED,6.7,1440.0,3216.0,android 13,no,536870912.0,134217728.0
IPS,6.56,720.0,1612.0,android 12,microsdxc,67108864.0,4194304.0
OLED,1.78,368.0,448.0,proprietary,no,262144.0,
OLED,6.7,1080.0,2412.0,android 12,no,536870912.0,16777216.0
IPS,6.56,720.0,1612.0,android 12,microsdxc,134217728.0,4194304.0
OLED,6.7,1080.0,2412.0,android 12,no,268435456.0,16777216.0
OLED,6.43,1080.0,2400.0,android 12,no,268435456.0,12582912.0
IPS,6.59,1080.0,2412.0,android 12,no,268435456.0,12582912.0
OLED,6.43,1080.0,2400.0,android 11,microsdxc,134217728.0,6291456.0
OLED,6.7,1080.0,2412.0,android 12,no,268435456.0,12582912.0
OLED,6.7,1080.0,2412.0,android 12,no,268435456.0,12582912.0
IPS,6.59,1080.0,2412.0,android 12,microsdxc,134217728.0,8388608.0
OLED,6.7,1080.0,2412.0,android 12,no,536870912.0,134217728.0
OLED,6.7,1440.0,3216.0,android 12,no,536870912.0,134217728.0
OLED,6.43,1080.0,2400.0,android 11,microsdxc,134217728.0,8388608.0
OLED,6.62,1080.0,2400.0,android 11,no,268435456.0,12582912.0
OLED,6.43,1080.0,2400.0,android 11,no,268435456.0,12582912.0
IPS,6.49,1080.0,2400.0,android 11,microsdxc,67108864.0,4194304.0
OLED,6.43,1080.0,2400.0,android 11,no,268435456.0,12582912.0
OLED,6.7,1440.0,3216.0,android 11,no,268435456.0,12582912.0
OLED,6.55,1080.0,2400.0,android 11,no,268435456.0,12582912.0
OLED,6.55,1080.0,2400.0,android 10,no,268435456.0,12582912.0
OLED,1.39,454.0,454.0,proprietary,no,4194304.0,1048576.0
IPS,6.49,1080.0,2400.0,android 10,microsdxc,134217728.0,6291456.0
IPS,6.52,720.0,1600.0,android 10,microsdxc,67108864.0,4194304.0
OLED,6.55,1080.0,2400.0,android 11,no,268435456.0,12582912.0
OLED,6.55,1080.0,2400.0,android 11,no,268435456.0,12582912.0
OLED,6.44,1080.0,2400.0,android 10,no,268435456.0,67108864.0
OLED,6.78,1440.0,3168.0,android 10,no,268435456.0,12582912.0
OLED,6.55,1080.0,2400.0,android 10,no,268435456.0,12582912.0
OLED,6.55,1080.0,2400.0,android 10,no,134217728.0,8388608.0
OLED,6.55,1080.0,2400.0,android 10,no,134217728.0,8388608.0
OLED,6.67,1440.0,3120.0,android 10,no,268435456.0,12582912.0
OLED,6.67,1440.0,3120.0,android 10,no,268435456.0,12582912.0
OLED,6.55,1080.0,2400.0,android 10,no,268435456.0,8388608.0
OLED,6.67,1440.0,3120.0,android 9,no,268435456.0,12582912.0
OLED,6.67,1440.0,3120.0,android 9,no,268435456.0,12582912.0
OLED,6.41,1080.0,2340.0,android 9,no,268435456.0,12582912.0
OLED,6.41,1080.0,2340.0,android 9,no,268435456.0,10485760.0
OLED,6.41,1080.0,2340.0,android 9,no,268435456.0,8388608.0
OLED,6.28,1080.0,2280.0,android 8,no,268435456.0,67108864.0
OLED,6.01,1080.0,2160.0,android 7,no,134217728.0,8388608.0
OLED,5.5,1080.0,1920.0,android 7,no,134217728.0,8388608.0
OLED,5.5,1080.0,1920.0,android 6,no,134217728.0,6291456.0
OLED,5.5,1080.0,1920.0,android 6,no,67108864.0,6291456.0
OLED,5.0,1080.0,1920.0,android 5,microsdxc,16777216.0,3145728.0
IPS,5.5,1080.0,1920.0,android 5,no,67108864.0,16777216.0
IPS,5.5,1080.0,1920.0,android 4,no,67108864.0,16777216.0
